用户昵称,商品id,评分,商品尺寸,商品颜色,评论时间,评论内容,评论类型
P***l,16709275573,5,60升,【奢华净浴】除氯净水护发柔肤,2021-11-23 14:49:47,热水器看起来很好，安装师傅很快就安装好了，热水的速度也特别快。很满意的一次购物。,pos
小***咯,16569441218,5,60升,??【黑科技】电子镁棒零电洗,2021-11-03 21:34:32,加热速度很快，安装师傅也很细心，大品牌值得信赖，还有好多功能值得探索,pos
****b,15247435817,5,80升,【新品首发】电子镁棒零电洗,2021-01-25 16:23:31,外形外观：外形外观精美 加热速度：加热速度快超快，以后洗澡无忧！,pos
盛***年,15104952285,5,60升,【新品首发】电子镁棒零电洗,2020-12-28 09:21:23,加热快！一家人洗澡不用担心热水问题，最最好的功能是安全！洗澡洗漱出水就断电！这个功能真的很棒！！！很赞！还能连接网关，手机控制预热。真的是美美哒！家里面很多电器都是美的，值得信赖！,pos
****9,16484107631,5,80升,【高端旗舰】电子镁棒即开即热,2021-10-19 10:27:56,外形外观：外形外观：好看时尚  加热速度：加热速度：快非常快  耗能情况：耗能情况：非常省电,pos
Z***子,16697382462,5,60升,【奢华净浴】除氯净水护发柔肤,2021-11-21 15:40:11,颜值很高，装在小卫生间里，刚刚好。安装师傅上门也很及时。最主要是美的售后好,pos
跳***e,15773217637,5,60升,【高端旗舰】电子镁棒即开即热,2021-06-07 11:29:42,热水器很快收到师傅就安排来安装了 人很好免费安装的好好的，热水器外观好看  也够大我是两层共用一台热水很快就出，满意这次买的 相信的牌子,pos
依***路,15755852608,5,60升,【高端旗舰】电子镁棒即开即热,2021-06-03 18:39:33,看了好久，最终决定选-()。摩卡金，颜色很漂亮，加热也快，还能远程联网，以后不怕回家晚等烧水了，提前约热水?。安装师傅也很给力，中午热水器到，下午就来安装完成了。?,pos
l***活,16672678620,5,60升,??【黑科技】电子镁棒零电洗,2021-11-17 16:31:08,已经安装好了，颜值在线，安装非常准时，安装师傅服务也好，已经帮调试好了，立即可以使用，可以速热調温，是适合家里要求的选择，好评好评,pos
骊***料,14824829478,5,60升,【高端旗舰】电子镁棒即开即热,2020-11-01 15:36:59,外形外观：和预想的一样漂亮，土豪金果然不让我失望 加热速度：迅速 耗能情况：可以接受范围 京东物流就是快，昨晚下单今天中午就到了，送货师傅非常热情，主动帮忙把热水器送到三楼，非常感谢。机器外观很好，没有损坏的地方，做工也好，客服非常有耐心和责任心，开始我打开箱子的时候由于遥控器粘在泡沫箱的里面我没看到，马上告诉客服说没有，客服二话没说就通知售后，售后很快就联系我了，原来是场误会，真是不好意思误会你们了，安装好以后拍使用照片上传上来，敬请期待,pos
时***0,15130449659,5,60升,【鸿蒙智联】除氯净水护发柔肤,2021-01-03 18:26:16,送货非常快，外地调货号下单号就到了，当天师傅就上门安装了，热水器外观大气上档次，安装师傅服务也很好，安装的很细心，耐心讲解，整体而言很满意。,pos
2***i,15884863977,5,60升,【新品首发】电子镁棒零电洗,2021-06-28 18:50:34,从外观而讲，这款热水器颜值特别高，而且它的触摸面板是彩色的，相当有质感，也一直相信美的的品牌，不方便，师傅安装速度快，安装时会出示收费详情，在顾客同意之后方可安装，想安装师傅相当专业,pos
****z,15063629528,5,60升,【鸿蒙智联】除氯净水护发柔肤,2020-12-18 13:41:15,外形外观：时尚，臻奢经典 加热速度：加热不错，很快 其他特色：一直用很多美的产品，值得信赖，本机搭配鸿蒙智联.，秒快速配网，很不错的体验感觉&;&; 耗能情况：能耗迪，节约能源 洗浴时间：水箱容量大，可以多人沐浴，使用方便,pos
a***p,16483877477,5,60升,【内胆免清洗】电子镁棒零电洗,2021-10-19 09:41:48,热水器非常不错，无线功能，远程操作，出水断电功能，功率两个瓦瓦。,neg
喜***买,16681350728,5,60升,??【黑科技】电子镁棒零电洗,2021-11-18 18:45:20,安装简单，质量很好，师傅服务态度很好，安装细心。 外形外观：大气上档次，白色永远不过时，漂亮 加热速度：温度上升很快，可以切换模式 耗能情况：比较省电，节能模式不错 洗浴时间：三个人洗澡没问题完全够用了 其他特色：语音无线网都可以操作很方便,pos
东***3,15721294327,5,60升,【新品首发】电子镁棒零电洗,2021-05-26 16:54:23,第一次买美的热水器，外观美丽大方，年质保用着放心，售后服务态度好，安装服务速度快，专业师傅活干的也很漂亮，用了配件还给打了九折，非常满意！,pos
h***x,15098824924,5,60升,【鸿蒙智联】除氯净水护发柔肤,2020-12-26 17:32:21,外形外观：外观漂亮，看着蛮高级的 加热速度：加热很快，不虚燃气热水器 洗浴时间：可以洗三个人，家用合适,pos
我***e,16466916558,5,60升,【高端旗舰】电子镁棒即开即热,2021-10-15 19:14:02,很信赖的品牌，物流很快，今天买明天到，安装师傅也很认真。相信这个品牌。,pos
A***X,16221808508,5,60升,【新品首发】电子镁棒零电洗,2021-08-30 10:39:12,安装师傅快速，负责，太好了，机器很好，加热快，功能全，很划算，太值得了,pos
公***水,15569113825,5,60升,【鸿蒙智联】除氯净水护发柔肤,2021-04-17 10:50:30,非常不错，能够过滤氯离子，保护皮肤，免更换镁棒，省心省力，比较喜欢出水断电的功能，安全第一，是，其他都是，这个强烈推荐,pos
****e,16697951684,5,60升,??【黑科技】电子镁棒零电洗,2021-11-21 17:16:42,热水器收到了，安装完了，特别好用，美观大方，很满意的一次购物,pos
沙***泪,14823201302,5,60升,【新品首发】电子镁棒零电洗,2020-11-01 10:03:35,外形外观：外观简洁大方，白色的主体非常漂亮 加热速度：还未加热，看面板是变频，而且终身免费更换镁棒不用担心后期维护问题。这也是当时选购的主要原因。 其他特色：一级能效，洗澡断电，手机控制感觉非常超值。现在马上预约安装,pos
****L,16432220932,5,60升,【内胆免清洗】电子镁棒零电洗,2021-10-08 13:57:02,外形外观：高端大气，很期侍美的智能电器 耗能情况：新一级耗能，节省,pos
豆***堡,16216743127,5,60升,【高端旗舰】电子镁棒即开即热,2021-08-29 09:40:27,外形外观：耐看，很棒，和家里的冰箱挺匹配的！ 加热速度：以前就用的美的，现在还是，相当不错！  其他特色：个人感觉，热水器就是热水器，弄得什么遥控器，无线网之类的，不实用。除非高端定制客户考虑一下以上功能，普通家用，真的是画蛇添足！个人意见！,pos
****/,16438155470,5,60升,【内胆免清洗】电子镁棒零电洗,2021-10-09 17:12:09,第一次到货检查有问题 联系售后，马上给安排换货，第二天就完成换货，速度非常快！赞? 外形外观：白色耐看，面板是渐变色 加热速度：变频加热很快,pos
u***e,15776803651,5,60升,【高端旗舰】电子镁棒即开即热,2021-06-08 01:13:25,外观大气，高大上，颜色耐看。屏幕大字清晰可见，现在买家电都买手机远程操控，有时候出远门在回家的路上，打开手机就可以打开把水加热，回到家马上可以有热水洗澡！可以说现在的科技越来越发达，没有科技就没有未来。还有这款热水器有智能控温，省电又省心。有出水断电，洗浴更加安全。智能杀菌，让水质更健康。配送员服务贴心热情。安装师傅服务也很到位，刚收到热水器师傅就马上打电话过来叫我哪天有空就预约上门安装，五星好评！！！,pos
****8,15896116050,5,60升,【鸿蒙智联】除氯净水护发柔肤,2021-06-30 14:40:18,热水器到了，安装师傅特别认真负责给安装的特别满意，还有热水器也很高大尚哦！！！喜欢,pos
l***随,15765662890,5,60升,【新品首发】电子镁棒零电洗,2021-06-05 18:38:58,外形外观：简单大气，磨砂白的质感看起来很棒。 加热速度：/自由调节，加热很快！ 耗能情况：一级能效非常节能 其他特色：大容量，安装师傅讲解非常仔细！,pos
y***7,16121971091,5,60升,【新品首发】电子镁棒零电洗,2021-08-12 08:42:07,用了一段时间才来评论，热水很稳定，水力也够，家里人用着也觉得不错，安装也很快，美的的热水器还是可以的，之前那台也是美的的，,pos
倩***和,16575206251,5,60升,【高端旗舰】电子镁棒涡旋速热,2021-11-04 18:22:41,已经安装好了，安装小哥很热情效率很高，一会就完事了。对这个热水器很满意，样子不错，容量很大，够一家人用了。支持国货，支持美的，以后好会买。会给别人推荐,pos
张***元,16614973588,5,60升,【奢华净浴】除氯净水护发柔肤,2021-11-10 21:55:27,热水器收到了 外观大气漂亮 还可以远程控制 加热速度很快 使用很方便,pos
****汐,16064217126,5,60升,【高端旗舰】电子镁棒即开即热,2021-07-31 15:49:19,外观好看，大小刚刚适合，不知道加热速度如何，美的的空调是非常不错的，冲着品牌买的，希望好用，今晚洗澡试一下看看，操作也算简单。,pos
****L,15053302871,5,60升,【鸿蒙智联】除氯净水护发柔肤,2020-12-16 10:11:27,安装很快，感觉还不错，颜色好看和浴室风格很搭。智能的很方便。具体的情况使用后再评价。,pos
l***2,16691453672,5,60升,??【黑科技】电子镁棒零电洗,2021-11-20 13:22:33,其他特色：非常满意，大品牌值得信赖，颜色与家里也很搭配，第二天就发货了，安装师傅动作麻利，安装仔细，管路走线合理，为安装师傅点赞，很不错的购物体验,pos
****L,16171794510,5,60升,【奢华净浴】除氯净水护发柔肤,2021-08-21 10:36:07,京东的保障还是很可以的，送货快实用性强，活动力度挺大的，送货也很及时，持久耐用，真材实料，满分好评推荐购买，送货和安装的师傅都很及时，服务也都很好。,pos
水***人,15066939203,5,60升,【鸿蒙智联】除氯净水护发柔肤,2020-12-19 09:52:40,快递师傅态度非常好，安装的师傅态度也非常好，全五星好评，热水器特别的高大上，特别的好用。对这次购物很满意。热水的很快，有很多功能。大容量储水。可以美美的洗个热水澡,pos
劲***池,15707340884,5,60升,【新品首发】电子镁棒零电洗,2021-05-23 09:57:20,配送速度很快 安装上门也快 变频加热 温度上来的速度也快 配个红外遥控器 老人小孩方便控制 还有连接 可以远程控制 智能家居,pos
慕***江,16552053024,5,60升,??【黑科技】电子镁棒零电洗,2021-11-01 13:27:53,老家农村不叫烧煤球了，天然气一直也没通气，天冷了买个热水器用用吧，家里的电器都是联网的，洗衣机空调都是美的，联网控制，送货员很热情，过几天再约售后安装来追评使用效果,pos
