评论人昵称,星级,等级,时间,有用数,评语
朝暮雪,2,较差,2020-08-19 11:45:14,8003,"
摄影、视觉效果、场面调度是一流，但立意和内核是不入流。
孙元良带领国军全部撤离上海，只留下420人保卫四行仓库，而且贪污了26万用于修筑防御工事的钱。
人又少，又没钱，能打得不惨吗？
打得惨，国军的目的就达到了。
所以四行仓库保卫战的本质是国军用这420人证明国军“还在坚守”，用卖惨祈求国际的介入。
八百只是他们的棋子，从头到尾都被蒙在鼓里。
新闻讲究真实、准确、公正、全面、客观，拍真实事件的电影也一样。
本片着重拍八百保卫四行仓库，对国军高层的昏庸腐败却一笔带过，这是片面，是断章取义。
拍一部不交代时代背景的战争片毫无意义，我们不仅要知道他们打了一仗，更要知道他们为什么要打，更要知道这场战役背后的故事。
张译从头到尾都是逃兵，没有任何成长。
姜武和王千源的台词可以写得更高级。
升旗很悲壮，但不符合史实。
"
胧月夜,5,力荐,2020-08-18 10:26:13,6737,"
电影结束，全场静默，仿佛所有的观众还沉浸在那种悲壮的氛围中没有回神
"
禁闭岛,1,很差,2020-08-14 22:02:48,443,"
字幕敢不敢再多点，没参与过电影制作吗？一会冒出个摄影指导、一会一个导演的，生怕别人不知道是你制作的。欧豪都30了在里面演个孩子。整体感觉就是误入快男选秀现场，插刀教团伙，对不起，我还是继续看我的抗日神剧吧。导演貌似根本不知道自己要讲的是什么。对不起，八佰救不了华谊！
"
下一秒治好懒病,3,还行,2020-08-14 21:01:04,6008,"
和删不删减没关系，创作者就没明白是想拍大时代小人物，还是小人物大时代。对岸民众拍得更可笑
"
春玉简,5,力荐,2020-08-19 13:53:00,4583,"
大半年了，有这样大制作又有家国情怀的电影让经历了疫情洪灾的国人确实足够提振精神
"
浅草37,4,推荐,2020-08-21 19:33:59,2804,"
机枪班绑手榴弹排队往下跳的那段震撼到全场静默
"
在下坂本,3,还行,2020-08-21 17:23:30,6837,"
比较感人的是 大喊自己名字然后跳楼自曝那段 我哭的稀里哗啦，结尾感觉有点草率，老算盘不知所踪
"
清露雨蝶,5,力荐,2020-08-19 12:45:27,2708,"
支持国产战争电影！看完以后久久不能平复自己的心情，看看这安逸的社会，都是血与泪保卫而来的！中国崛起！人民团结！珍惜生活！勇敢面对！我敬佩的是在这个国家一盘散沙时每一颗冲上去粉身碎骨的沙子。看哭很多次。
"
SydneyCarton,3,还行,2020-08-19 00:27:50,4992,"
怎么说呢，不管你抱着何种期待去看这部，都会觉得还欠一点。给它高分有点不甘，给它恶评于心不忍，“苦劳”电影。
"
钾碳铀氟,4,推荐,2020-08-14 17:49:11,2248,"
不是八佰电影能做到最好的样子，但是当下华语电影能做到最好的样子。管虎葛瑞在人物上很明确地下了功夫，包含五位杂兵和几位长官在内的一众角色的弧光相当清晰；可惜面面俱到的故事展现却削弱了人物刻画的占比，最后的几场戏中，我预期的情绪渐进的交叉蒙太奇没有出现，南岸的群画像以及个别人的戏份也没有拍得很好（这应该和删减有关），最终导致整部电影的落点稍显混乱。曹郁之于本片，近似狄金斯之于2049，灯光与景深的出色运用将历史真切的厚重感压在观众身上；制作上是一等一的好，比任何国产片都更有大片质感，管虎在本片中所展现的，是国内商业导演最接近诺兰的一次，虽然说其实还差得远，但有那味了。华语电影请继续加油，不要害怕那些道听途说心怀鬼胎的舆论，他们的所作所为，和自己所鄙夷的卖国贼并无二样
"
D,5,力荐,2020-08-19 13:45:32,1585,"
很震撼，好哭，拼尽全力保护我们的国家
"
XS号小土豆,4,推荐,2020-08-19 12:20:05,1241,"
2020年我看的第一场真正意义上的电影，即影院电影。时隔一年重新坐到影院，才深切感受到电影特殊之处在于影院环境，当灯一齐熄灭，荧幕亮起，在黑暗中目光灼灼地看着从背后投射到荧幕上的光，与古老洞穴里的人们或许产生相似的感受。
我觉得是近年来不错的抗日题材电影，虽然在群像塑造上没有把控好，但在拓宽了人性和道德光谱上的讨论，可供解读的空间还算不错的了。
"
黄瓜麻汁拌油条,5,力荐,2020-08-21 16:19:12,1283,"
为什么欧豪那么多戏份
"
曉宇,3,还行,2020-08-19 20:51:50,5175,"
我的评分是因为电影上映的不易，本身的虎头蛇尾和人物标签化就不论了。说点史实，“八百壮士”，百分之八十是湖北人，其中，通县县一百多人。多要感谢八十年代修县志，编辑部的张祥麟，挖出这一段历史。“小湖北”的原型应是万连卿，原是当地共产儿童团团长，被捕时因年幼保住一条命，后补充兵源去上海，成了谢晋元的卫兵。孤军营被破后，被日军押往南京做劳工，42年逃脱，编入远征军入缅。解放后，被送去新疆改造，79年特赦获释。释放前，遇到通城县公社在新疆推销茶叶，一听乡音，瞬即老泪纵横。
"
木卫二,3,还行,2020-08-14 22:50:45,2799,"
1917 ＞ 800
"
vivian,4,推荐,2020-08-19 14:13:39,1202,"
讲述淞沪会战末期，谢晋元所率524团第一营死守上海最后一块阵地，影片让我们再次感受到华夏热血儿郎的家国情怀！何香凝先生的一句“国人皆如此，倭寇何敢”印象最为深刻！牢记历史，勿忘国耻，爱我中华！
"
影志,4,推荐,2020-08-14 20:15:59,964,"
带着一片空白去看，全程目瞪口呆。或许是太久没看国产战争片了，看完这部，就像片中姜武抽的那口烟，舒坦！苏州河南北两岸，一边是枪林弹雨、九死一生，另一边是灯红酒绿、歌舞升平；地上是战火横飞、天上是围观看戏。1937年的淞沪会战，太多的故事说不完。“孩儿不孝…娘，俺走了…” 陈树生绑炸药跳楼的群戏，没忍住直接老泪纵横。久违的口号“弟兄们，来生再见”、简短的一句“送你一程”都荡气回肠，战争片拍出了江湖气。而乱世中飞奔的白马，一骑绝尘，是对生的希望。幻想中的戎装战马，千钧一发，是对明天最后的向往。“活着就是胜利” 电影最后一个镜头，从四行仓库拉伸镜头，到现代的都市上海，电影内外，这都是最好的结局。
"
流岛,2,较差,2020-08-19 12:21:59,2314,"
好油腻的拍法
"
母鬼法师,2,较差,2020-08-19 12:22:33,3269,"
片子故事感拍的很好  但是这并不是历史  
"
默读第八章,3,还行,2020-08-22 11:08:13,1382,"
我是看完1917后才看的这部，早知道先看这部了，心里落差也不会这么大。管虎简直被隔壁导演按在地上摩擦，我比较赞同评论中用油腻一词来形容电影，同一时期上映了两部战争片，都是小人物视角切入，隔壁不知高明了多少
"
魏晓波,3,还行,2020-08-21 00:38:56,1241,"
那年我在上海的OCT中心放片，就住在这个仓库的旁边。要是能把黑底白字字幕、大白马、大白孔雀、枪打飞机、敬礼小女孩、喊口号、抒情慢镜头、唱戏、竖大拇指这些奇怪段落去掉的话，就差不多是个正常电影了。
"
石头季,3,还行,2020-08-21 16:16:51,989,"
用力煽不是不可以，请至少把故事讲完整，人物写清楚。。。
"
Merov Mugatu!,2,较差,2020-08-21 14:23:17,1405,"
我是谁？你在哪？他们在干嘛？黄晓明为啥不第一个去死？姚晨来干嘛？低配小栗旬是来搞笑的吗？拎吗啡的是刘晓庆吗？她是不是在演火凤凰？
"
无糖吐槽,2,较差,2020-08-14 20:58:26,921,"
片尾桥上摄影机的毁坏意味着在全片调色铅黄的画面和黑白胶片纪实的双重暧昧中最终导向了历史被重新叙事的前者，全片不断出现的胶片资料则彻底变成了虚无的建构。结尾极其恶心的字幕和国共不同时期下穿越百年的上海被打通，时刻提醒着你这始终是一部或被动或主动与审查和意识形态媾和而成的爱国主义教育宣传片。狙击镜、望远镜、报纸、电话线，那些最即时的反馈牵动，在河岸两旁反复穿行，但因为找不到落点而显得空洞。而开头资料片的英语旁白，也一并随着纪实形态的破灭而远去。叙事的起落在第三四日时明显被审查锤击得不知轻重，只能胡乱地反复跳脱出来进行无谓的煽情。没错，「混乱」是现在的这版《八佰》最好的注解。如果 147 分钟的这个版本就能称作是华语最伟大的战争片，那这毫无疑问是华语电影的耻辱。
"
黑道快餐店,3,还行,2020-08-14 17:22:35,617,"
我觉得人物形象都很刻刻板。河这边的人都想抗日，河那边都是保家卫国忠心耿耿，有几个原来怕后来都变好了。日本人就是坏。放点历史资料片，照着拍，大家哭吧，齐活。
"
灰狼,1,很差,2020-08-14 23:30:39,253,"
和审查什么的没关系 主要是拍的傻 没有创造性 非要走什么小人物视角 但基本上是机械重叠式的角色 按理说既然飞艇超八什么都出来了 再使把劲拍成那个时代的全景媒体战争不挺好吗？
"
亵渎电影,3,还行,2020-08-18 01:58:03,497,"
拍群戏太考验导演在演员调度和摄影调度等方面的能力了，这也导致了片子基本上处于一团糟的状态，这么多角色的群像应该让罗伯特·奥特曼那样的导演来拍。在上一部电影成功之后，导演拥有了创作上的话语权和财力支持，以这片子的野心看，应该是可以代表导演的艺术水准和艺术追求，就像冯小刚的《芳华》，结果管虎的业务能力显然不如小刚，小刚至少很懂节奏和张弛。《八佰》各方面都还处于混沌的状态，从剪辑，混音和音效剪辑这些战争片最容易出彩的工序上看，这片子的战争场面那真是完美还原了战场的一团糟，缺少想法，摄影也抓不到场内的有效信息，加上人物多，剪辑碎，大量全景，摄影也很难拍出节奏和韵律，只能靠剪辑的速度和震耳欲聋的声响唬人了。管虎最大的优点是一个好编剧，非常懂得类型片技巧的运用，确实有两把刷子，剧作技巧层面上值得赞赏。
"
frozenmoon,4,推荐,2020-08-12 11:07:00,574,"
有幸看了原版，那时疫情还没出现，世界还是原本的样子，但风暴很快袭来——疫病的和舆论的，让电影耽搁很久。《八佰》让人震撼的地方在于它没有故意去彰显震撼却收获振聋发聩的效果，它用收束写磅礴，用胆怯写勇敢，用恐惧写悲壮，用不知所措写义无反顾。那些兵里有痞子、混子、油子，但最终他们都成了战士。那群人守护的是一种普遍的人类精神，有关于尊严和意义，其实这早就超越了政治派别，在这样普遍的精神感召之下，守护旗帜的颜色和图案根本就不应该成为讨论的重点，如果说非要讨论旗帜，那他们护的就是人性尊严的旗帜。我们在生死硝烟里看见的是应该是一个一个一个的人，是具体的恐惧与希冀，而不应该把他们抽象成一个派别符号。《八佰》在中国战争片里是绝对重要的，无论技术还是意识，它所引发的电影外的讨论也会成为时间的注脚和底稿。
"
NTGULTY,1,很差,2020-08-15 15:43:47,398,"
不要乱写历史！
"
dataframe,5,力荐,2020-08-14 17:18:28,1503,"
没有哪个地方觉得不好，导演、摄影、美术、演员，几乎都是恰到好处的把人一瞬间拉入那个战火连天的时代，整场电影看下来沉浸感很强，枪枪打在心上，又震撼又感动。杂牌军看似各有各的草包，但在生死面前，却又一个个都没掉链子成为了真正的战士。王千源，张译，姜武，李晨，郑恺，欧豪……几乎各个都有亮点，太绝了。
"
谢飞导演,3,还行,2020-09-24 11:12:18,348,"
        九月初在上海开会，抽空到影院看了这部票房大卖的电影，观感不佳，也就一直没有去写豆瓣评论。“乱打一气”，这是看时的直接感受。情境、人物常不清准，敌我战势也时有混乱，这和剧作人物过多、细节散杂有关。编导对这段复杂的历史观点也是混杂，要说的话又太多，所以全片主题也不清。票房大卖是好事，但创作中的问题仍值得研究。三分给所有创职人员的认真辛苦工作。
"
