评论人昵称,星级,等级,时间,有用数,评语
孔鲤,4,推荐,2019-10-05 02:30:08,73,"
《我和我的祖国》的主角是那些明面上的角色，但其实仔细想想，你会发现这些小人物，离绝大多数人的生活其实也很遥远。这些明面上的主角都是共和国最重要那批人，没有他们绝对没有共和国的今天。但更让我感动的其实不是他们，而是开始给林治远送金属的那些人民群众，是在街上欢呼原子弹新闻的市民，是在弄堂里围观女排的那些居民，是修钟表的大叔，是听说有抢劫二话不说就去追的小摊贩，没有这些人，也更不会有共和国的今天。这才是我们和我们的祖国。
"
愿为南流景,5,力荐,2019-09-30 00:09:15,304,"
七个导演风格各异，陈凯歌擅长把控画面，宁浩擅长刻画细节，薛晓路女导演，掌控情绪是一绝。惠英红的“一秒都不可以错”是一个泪点，很细腻。
"
走了就别再回来,5,力荐,2019-09-30 00:04:05,388,"
真的看哭了好多次，我们都是小人物，但我们生活在大时代中，我们见证着经历着也创造着这个国家的历史。我为新中国骄傲，自豪！电影值得N刷！
"
哥谭市懵仔,5,力荐,2019-09-30 15:22:54,161,"
普通观众，不太喜欢 护航 和 白昼流星，其他都还行。尤其白昼流星，后半段莫名其妙。

"
咚咚咚小弟,5,力荐,2019-09-30 20:09:09,198,"
一共7个故事，每个20分钟左右，节奏比较紧凑！最喜欢《前夜》和《回归》，前夜当无数群众都来送自己家的东西的时候真的很触动！回归中音乐响起“让海风吹拂了五千年，每一滴泪珠仿佛都说出你的尊严”，真的眼泪都快出来了，白色海军装的小哥哥说他也缺个媳妇的时候笑死我了，长的挺帅，咋说话就那么土呢！原子弹爆炸成功这个觉得有点平淡！中国女排那个就真的很真实，我们小时候真的就是很多人一起看电视，很多童年记忆的电视都是这样看的，小演员演的很好！葛大爷一如既往幽默！陈飞宇和刘昊然真的太土了！最后是中二少女成长成一名优秀的空军飞行员！
"
夜夜夜夜,5,力荐,2019-09-30 00:02:26,330,"
虽然是献礼影片，但是却非常有新意。它汇聚了中国电影梦之队最棒的导演和演员们，一起庆祝新中国成立70周年，本身就很有看点。而影片取材的七个重大的历史事件，巧妙地新颖地结合了小人物的视角，无论你年龄大小，或多或少你都和影片中的小人物一样，经历过这些意义非凡的时刻。祖国今天的繁荣昌盛，我们都是她的见证者，甚至是缔造者。看完就觉得特别感动和激动。会继续努力，为祖国的繁荣富强贡献自己的微薄的力量！
"
每日可爱二百人,2,较差,2019-10-26 15:26:15,70,"
不喜欢。年度最压抑电影。每个故事都是牺牲和付出，永远都是国家最大，而中国人活着的意义只是随时待命为国奉献甚至为国捐躯，爱情舍了，家庭舍了，什么都舍了，换一个如谁所愿的盛世。五十年后如果还有这种电影，希望多拍一拍快乐轻松自由的终于可以自我实现了的中国人。真的，中国人奉献牺牲的已经太多了，也应该追追自己的梦了。
"
迷失,4,推荐,2019-09-30 16:04:03,120,"
上映前真的很期待，因为陈凯歌，因为王菲，因为预告片。看预告时就最喜欢陈凯歌的白昼流星，其次再是宁浩的北京奥运、张一白的相遇、薛晓路的回归、徐峥的夺冠，但没想到相遇拍的稀巴烂，可惜了张译的演技。回归和夺冠也只是让我感动于真实发生的那个事件，如果没有真实事件的依托，和原历史视频的插入，可能我真的要愤然离席了。剩下的前夜，我在看预告的时候就觉得不行，而护航我看完觉得没啥共鸣。所以我觉得不错的只有北京奥运和白昼流星了，这两部我觉得是完全可以单独拍一整部的，我个人也更喜欢白昼流星，因为这名字真的太好听了，而且两位青年演员也演得很不错，但这样的故事加入爱国主旋律就稍有些奇怪，如果能单拎出来拍，我希望白昼流星会是一个有着浓郁边疆文化的民族故事。
"
Citrus,5,力荐,2019-09-30 00:04:52,193,"
这七个高光时刻，记录的正是这个国家是怎样一步一步，从弱到强，从苦难走向了辉煌。
电影中记录了很多的父辈，很多的小人物。却正是千千万万个这样的小人物，推进了这个国家不停歇的发展，把这样美好的现在，交到了我们手中。
而现在，到我们了。
这一代年轻人是什么样子的，祖国的未来就是什么样子的。
一起加油吧，希望下一个高光时刻，我们不仅是见证者，更是参与者。
"
谢飞导演,3,还行,2020-05-13 19:25:47,76,"
学院要恢复评选“学院奖”，开始补看提名的2019年毕业生参与的作品。此片是命题作文，不易。离开了当时献礼的时机，观看感受就差了很多。
"
小猪撞树晕嘛晕,5,力荐,2019-09-30 19:00:38,123,"
为70亿票房做贡献！
"
袁长庚,3,还行,2019-09-30 16:25:36,119,"
十年前是大业当头资本拦路，十年后大家拼了命要在宏大叙事中塞进去个体血泪，这不是主子仁慈通达，而是社会进步倒逼。前两个故事好，好在一个人民共和国的真实情感，徐峥明亮宁浩通达，文牧野浓眉大眼的只会看姑娘。anyway，经此一役，陈凯歌是烂片王应该没有异议了吧？
"
ciao,4,推荐,2019-09-30 10:26:39,120,"
七位导演都在线 每一部各有千秋 但是能不能多花点心在每个片之间的衔接 太突兀太尴尬 最打动的故事是不包括结尾的夺冠
"
南国北郭,4,推荐,2019-09-30 22:47:22,116,"
时代和国家好大，我们好小。
"
锦瑟无端,5,力荐,2019-09-30 00:05:47,322,"
在回归故事中，仪仗队的旗手迈着铿锵有力整齐无比的步伐走到了升旗台前。看着这三个英姿飒爽的军人，将五星红旗准点升起，我太骄傲和自豪了！
"
时也,4,推荐,2019-09-30 00:09:09,286,"
听着国歌声，看到五星红旗迎风飘扬，看到白色军装的护旗手庄严地敬礼，我内心的激动无法言表。
"
下落不明,3,还行,2020-01-14 21:45:10,3,"
哎 如果是别的国家的事情 就不会有这么多的代入感了 “为什么我的眼里常含泪水/因为我对这土地爱得深沉”
"
七七八八,5,力荐,2019-09-30 00:04:55,289,"
属于中国的，寸土不让；属于中国的，分秒必争！——《回归》
"
SilentNimo,3,还行,2019-10-01 01:10:43,168,"
陈凯歌捧儿子捧过了，最尬的故事，三星给开国和女排
"
Zian,4,推荐,2019-09-30 11:24:13,73,"
最近真的是。。。被这个歌和电影刷屏了。。。看完觉得还是很不错的！这个片子最喜欢的是奥运的那个！！葛优你大爷还是你大爷，深深抓住了我的08年情节！08年可能真的每个人爱国自豪感到最高的时候了。08年的时候真的觉得未来什么都会更好。其实比较失望的反而是刘昊然的演的部分，人物态度转换的太突然了，很不自然。比较惊喜的是《护航》，拍出了飞行的一种温柔，军人下面的温柔才是最动人的，一看这个故事导演是拍《我不是药神》的文牧野，难怪！完全没有被几个老导演压下去啊！《前夜》黄渤也是演的很好，整个故事很稳当。剩下的都是及格以上，可能是其他故事太好了，所以也就没感觉了。


作为在一个特殊时刻的特殊电影，落地不同时期的不同身边人物，关注个体的家国情怀，而不是大而无当的强调大国情怀。真的是很温柔了。
"
橘子不好吃吗,5,力荐,2019-09-30 00:10:13,288,"
有笑有泪，有激情有燃点！我为祖国打电话！我和阿中哥哥永远在一起！
"
羡上林,5,力荐,2019-09-30 23:57:56,64,"
为题材打了五星，很多情节真的感人。不过七个里面难道不是陈导的最……尬？
"
千木文子,5,力荐,2019-09-30 02:34:45,72,"
迟到了半小时，一进影院，全场坐满，正好看到任素汐和张译在公交车上的那段，正好回顾了前面的剧情，我只看任素汐表演都看哭了，爱国主义满满，每个故事都有特色，宁浩牛逼！！！
"
华盛顿樱桃树,3,还行,2019-09-28 14:40:59,103,"
最棒的是所有故事都选择了小人物的视角，情感上面更能共通。项目整体的难度很大，风格难以统一，相互之前更是难以串联。更加现实的是，七个故事摆放在一起。参差感就有了。但情感都是一个情感，激动人心罢了。
"
王食欲,2,较差,2019-10-02 22:45:44,69,"
我认为田壮壮老师接陈凯歌这个戏，只能是为了去草原骑马。只能是。只能是。
"
sanyo1527,3,还行,2019-09-28 23:56:16,114,"
张一白那段本来能拍得很棒，但叙事完全依靠对话太僵了，觉得最差的是薛晓路那段，想面面俱到但哪方面也没顾到。管虎、徐峥、宁浩三段最好。
"
鬼狗杀手,5,力荐,2019-09-30 16:41:23,58,"
看着确实让人感慨万千，七个故事风格不一样，品质也不一样，但这个电影打分不需要太客观。
《前夜》开篇很精彩，导演调度，演员表演都不错。
《相遇》演员是唯一的亮点，张译任素汐非常稳，但从整个故事来看，应该是七个里面垫底的那个。
《夺冠》徐峥选的视角很有意思，整个短片明快又充满童趣。 
《回归》讲真不怎么样，但罗大佑的歌声响起的时候，还是把我看感动了，果然是因为最近发生的事，看这个短片十分感慨。
《北京你好》七个故事里我最喜欢的一个，宁浩把自己的风格融入了背景，把那年的辉煌与伤痛放在一起，主旋律拍出了小人物的反思，
《白昼流星》的画面和思想都是七个故事里面最好的，但表现出来嘛……
《护航》非常工整，文牧野是七个导演里发挥最稳定的一个。
"
大聪,4,推荐,2019-10-01 22:59:01,57,"
在比较偏的一个电影院看的《我和我的祖国》，但满座。
气氛感动，电影结束大家一起跟着唱起《我和我的祖国》，鼓掌。
北京你好>夺冠>护航>前夜>白昼流星>相遇>回归
"
叫我高舒夜,4,推荐,2019-09-28 18:29:43,91,"
陈凯歌真的不会讲故事，白昼流星一看就是上个世纪的故事，载人航天的外壳套着精准扶贫的里子，尴尬又假大空；张一白稳定发挥，贡献了第二个尴尬又无聊的片段；意外的夺冠很不错（去掉战狼片段），女排大背景下的追寻爱情的冬冬，喜欢；回归最有质感；葛大爷定海神针，宁浩稳定发挥；黄渤宋佳两段一般般，最后韩东君太特么帅了！邪魅一笑的正确打开方式。
"
字母君,3,还行,2019-09-28 18:17:31,76,"
令人惊讶的是，从《前夜》中困难重重的指令传达，到《相遇》的人物命运、《夺冠》中加于孩子身上的复杂牺牲精神和简直有恶政隐嫌疑的狗、《回归》中《东方之珠》和主人公的逃港者身份、《北京你好》中对小市民心态的呈现和数句结合时代可解读出特殊意味的台词、《白昼流星》警员审讯方式、三位主角身份和强扭的平民视角，再到最后《护航》平民视角的完全消失，几乎所有导演都在集体回忆中或主动、或被动地提取出了对集体主义、官僚作风和国民性不同程度的反思。
按喜爱程度排的话大概是：宁浩（不过题目本身也最容易发挥）＞★★★＝徐峥＞张一白（长镜头后景运用非常厉害，但水平飘忽不定）＞管虎＞★★＝陈凯歌（题目难拍，但很好地贯彻了第五代精神）＞薛晓路（出发点好，但材质处理不佳，群像也太像铺大饼）＞文牧野（不切题，而且拍得有些油腻）。
"
独孤先生,5,力荐,2019-09-30 22:01:04,69,"
葛大爷那段太有意思了
"
匡軼歌,2,较差,2019-12-17 13:14:16,44,"
以小人物做切口又怎样？从剧作角度，没有哪个故事真正跳脱了样板戏范式。陈凯歌《白昼流星》直接抄用《悲惨世界》的情节。且整部片子明臭太多，槽多无口。“顺利完成升旗任务，组织和领导给你发老婆” ？“升旗任务完成得不圆满，老子一枪崩了你”？
拜托都啥年月了？我想翻一会儿白眼。从这些细节可以得见，这个国家骨子里的核心价值观从来没变过。全片唯一合格的，是《相遇》里念台词过关的任素汐，以及，戴着口罩用眼神念完了所有台词的张译。
"
